,url,Date,Title,Thank,Reply,author,title,context
10,/minnesota/applevalley-rosemount/apple-valleys-summer-water-restrictions-will-be-effective-may-1,2020-04-30T15:30:11Z,Apple Valley's Summer Water Restrictions,0,0,Press Release Desk,News Partner,"Press release from the City of Apple Valley:
April 29, 2020
A reminder that use of sprinklers is prohibited between 11:00 a.m. and 6:00 p.m. daily.
Irrigation systems or sprinklers can be operated before 11:00 a.m. or after 6:00 p.m. daily.
Additional Info...
This press release was produced by the City of Apple Valley. The views expressed here are the author's own."
11,/minnesota/applevalley-rosemount/apple-valley-city-proposes-amending-chapter-130-section-130-08,2020-04-30T15:25:09Z,Apple Valley City Proposes Amending Chapter 130,0,0,Press Release Desk,News Partner,"Press release from the City of Apple Valley:
April 29, 2020
Ordinance Proposal: Amending Chapter 130, Section 130.08
Ordinance Proposal: Amending Chapter 130, Section 130.08
Summary: This amendment changes the restrictions on sexual offender residence locations.
Full Text of Ordinance Amendment
This press release was produced by the City of Apple Valley. The views expressed here are the author's own."
12,/minnesota/applevalley-rosemount/register-apple-valleys-april-23-city-council-meeting,2020-04-22T23:26:33Z,April 23 City Council Meeting,0,0,Press Release Desk,News Partner,"Press release from the City of Apple Valley:
April 21, 2020
The City is currently using electronic means instead of in-person meetings. Here's how you can continue to view or participate in meetings.
As part of the Local Emergency in response to the COVID-19 pandemic, the City is using electronic means instead of in-person meetings.
Viewing and Listening to an Electronic Meeting
For those who want to view a meeting, you can watch and listen over the government cable TV channel or through the webstream just as you have done in the past. Live, rebroadcast and on-demand viewing of meetings will still occur as normal by either the city website Webstream or the Apple Valley Government Channel on Spectrum channel 180 or Frontier channel 191 television services.
Providing Public Comments During an Electronic Meeting
Not all meeting items involve public comment. However, public comments will still be taken at appropriate agenda items through electronic public participation. Since the meeting is not in-person, you would need to participate as an electronic attendee during the meeting. A link for electronic participation in the upcoming meeting is provided below. You will be asked to register as an attendee. Once registered, you will be able to participate in the meeting via a chat window and made public. Please note that the chat questions are sent to a moderator. The moderator will facilitate the meeting and pass along public comments during the meeting.
Link to Register to Participate in Meeting"
13,/minnesota/applevalley-rosemount/apple-valley-officials-provide-online-link-informal-city-council,2020-04-08T15:00:44Z,Apple Valley Officials Provide Online Link,0,0,Press Release Desk,News Partner,"Press release from the City of Apple Valley:
April 7, 2020
The City is currently using electronic means instead of in-person meetings. Here's how you can continue to view or participate in meetings.
As part of the Local Emergency in response to the COVID-19 pandemic, the City is using electronic means instead of in-person meetings.
Viewing and Listening to an Electronic Meeting
For those who want to view a meeting, you can watch and listen over the government cable TV channel or through the webstream just as you have done in the past. Live, rebroadcast and on-demand viewing of meetings will still occur as normal by either the city website Webstream or the Apple Valley Government Channel on Spectrum channel 180 or Frontier channel 191 television services.
Providing Public Comments During an Electronic Meeting
Not all meeting items involve public comment. However, public comments will still be taken at appropriate agenda items through electronic public participation. Since the meeting is not in-person, you would need to participate as an electronic attendee during the meeting. A link for electronic participation in the upcoming meeting is provided below. You will be asked to register as an attendee. Once registered, you will be able to participate in the meeting via a chat window and made public. Please note that the chat questions are sent to a moderator. The moderator will facilitate the meeting and pass along public comments during the meeting.
Link to Register to Participate in Meeting
This press release was produced by the City of Apple Valley. The views expressed here are the author's own."
14,/minnesota/applevalley-rosemount/coronavirus-walz-announces-6-2-million-minnesota-veterans,2020-04-06T19:41:03Z,Walz Announces $6.2 Million For Minnesota Veterans,0,0,William Bornhoft,Patch Staff,"TWIN CITIES, MN — Gov. Tim Walz announced Monday that Minnesota veterans impacted by the new coronavirus may be eligible for financial assistance grants from the Minnesota Department of Veterans Affairs.
The $6.2 million in total funding was included in the COVID-19 response package passed by the lawmakers and signed into law by the governor on March 28.
MDVA will award one-time financial relief grants in the amount of $1,000. Funding is available for both disaster relief and special needs, according to a news release.
Don't miss the latest coronavirus updates from health and government officials in Minnesota. Sign up for Patch news alerts and newsletters for what you need to know daily.
""Our veterans—those who raised their hand to serve our country—deserve our support during this challenging time,"" stated Walz. ""I encourage all veterans who may be struggling as a result of the COVID-19 pandemic to apply for a grant.""
Eligible Applicants must be:
To apply for a disaster relief grant, contact the local County Veterans Service Officer or email the MDVA at FO.MDVA@state.mn.us or apply online.
To apply for a special needs grant, contact your local County Veterans Service Officer or email the MDVA.
Also read: Coronavirus-Related Deaths In Minnesota Reach 30"
15,/minnesota/applevalley-rosemount/district-196-budget-advisory-council-announces-vacant-positions,2020-04-03T15:25:02Z,Budget Advisory Council Announces Vacant Positions,0,0,Press Release Desk,News Partner,"Press release from Independent School District 196:
April 3, 2020
District 196 residents are invited to apply for membership on the district's Budget Advisory Council (BAC). The district is accepting applications through April 30 for four open positions, two for parents/guardians or other district residents, one for a school principal and one for another district employee. The terms of all four positions are for three years beginning July 1, 2020.
The purpose of the BAC is to ensure active community participation in and enhanced community understanding of the district's budget planning process, and to provide input to the School Board and administration on budget plans that support district goals, policies and initiatives.
The BAC includes nine resident/parent members, three district employees and District Office staff. All members should generally have, but are not required to have, some expertise, understanding and/or background in financial matters and budgeting (i.e. accounting, banking, economics, etc.).
The BAC meets four to six times during the school year at the District Office in Rosemount, usually from 6:30 to 8 p.m.
People interested in being considered for BAC membership must submit an application by April 30. The application is available at www.District196.org or by calling 651-423-7715. Completed applications should be mailed to Independent School District 196, Director of Finance and Operations, 3455 153rd Street W., Rosemount, MN 55068, or emailed to stephanie.rudie@district196.org.
This press release was produced by Independent School District 196. The views expressed here are the author's own."
16,/minnesota/applevalley-rosemount/city-apple-valley-publishes-coronavirus-business-resources,2020-04-01T12:08:37Z,Apple Valley Publishes Coronavirus Resources,0,0,Press Release Desk,News Partner,"Press release from the City of Apple Valley:
March 31, 2020
See information resources for businesses during the COVID-19 pandemic.
The City has established a page dedicated to resources available for Apple Valley Businesses in response to COVID-19. Many of these resources are being updated daily.
Business Information and Resources Page
This press release was produced by the City of Apple Valley. The views expressed here are the author's own."
17,/minnesota/applevalley-rosemount/coronavirus-rosemount-planning-commission-meeting-canceled,2020-03-31T20:47:42Z,Rosemount Planning Commission Meeting Canceled,0,0,William Bornhoft,Patch Staff,"ROSEMOUNT, MN — In order to avoid spreading the new coronavirus, the Rosemount Planning Commission meeting scheduled for March 31 has been canceled. Officials say a commission meeting scheduled for Tuesday, April 14, will be held.
The tentative agenda for the April 14 meeting includes:
Don't miss the latest coronavirus updates from health and government officials in Minnesota. Sign up for Patch news alerts and newsletters for what you need to know daily."
18,/minnesota/applevalley-rosemount/gov-walz-launches-stay-home-mn-public-service-announcements,2020-03-26T15:30:58Z,Walz Launches 'Stay Home MN' PSAs,0,0,William Bornhoft,Patch Staff,"TWIN CITIES, MN — Gov. Tim Walz Wednesday announced a ""Stay Home MN"" public service announcement campaign. In the PSAs the governor tells Minnesotans to help flatten the curve of infection by staying home, describes the efforts the state is taking to protect Minnesotans, and directs them to the Minnesota Department of Health Website for more information.
""We're in an unprecedented situation in our fight against COVID-19,"" Walz explains in one of the PSA.
""The State of Minnesota and our private partners are doing everything we can to keep you safe, but we need your help. Minnesotans, stay home. Let's flatten the curve and make sure we keep our family, our friends and our neighbors safe.""
Don't miss the latest coronavirus updates from health and government officials in Minnesota. Sign up for Patch news alerts and newsletters for what you need to know daily.
The public service announcements will air on TV and radio statewide.
In addition to the three Stay at Home MN spots there is also a spot encouraging Minnesotans to fight Covid-19 using Facts Not Fear by tuning into their local news.
You can find the spots below:
Also read: Coronavirus Stay At Home Order: What's Open, Closed In Minnesota"
19,/minnesota/applevalley-rosemount/city-apple-valley-announces-planning-commission-meeting-march-25,2020-03-25T19:34:48Z,Apple Valley Announces Planning Commission Meeting,0,0,Press Release Desk,News Partner,"Press release from the City of Apple Valley:
March 25, 2020
The City is currently using electronic means instead of in-person meetings. Here's how you can continue to view or participate in meetings.
As part of the Local Emergency in response to the COVID-19 pandemic, the City is using electronic means instead of in-person meetings.
Viewing and Listening to an Electronic Meeting
For those who want to view a meeting, you can watch and listen over the government cable TV channel or through the webstream just as you have done in the past. Live, rebroadcast and on-demand viewing of meetings will still occur as normal by either the city website Webstream or the Apple Valley Government Channel on Spectrum channel 180 or Frontier channel 191 television services.
Providing Public Comments During an Electronic Meeting
Not all meeting items involve public comment. However, public comments will still be taken at appropriate agenda items through electronic public participation. Since the meeting is not in-person, you would need to participate as an electronic attendee during the meeting. A link for electronic participation in the upcoming meeting is provided below. You will be asked to register as an attendee. Once registered, you will be able to participate in the meeting via a chat window and made public. Please note that the chat questions are sent to a moderator. The moderator will facilitate the meeting and pass along public comments during the meeting.
Link to Register to Participate in Meeting
This press release was produced by the City of Apple Valley. The views expressed here are the author's own."
20,/minnesota/applevalley-rosemount/link-august-27th-regular-apple-valley-city-council-meeting,2020-08-25T20:40:13Z,Link To August 27th Regular Apple Valley City...,0,0,Press Release Desk,News Partner,"Press release from the City of Apple Valley:
August 25, 2020
The City is currently using electronic means to supplement in-person meetings due to in-person social distancing limitations. Here's how you can continue to view or participate in meetings.
As part of the Local Emergency in response to the COVID-19 pandemic and the need to restrict in-person attendance to maintain social distancing, the City is using electronic means to supplement in-person meetings.
Viewing and Listening to an Electronic Meeting
For those who want to view a meeting, you can watch and listen over the government cable TV channel or through the webstream just as you have done in the past. Live, rebroadcast and on-demand viewing of meetings will still occur as normal by either the city website Webstream or the Apple Valley Government Channel on Spectrum channel 180 or Frontier channel 191 television services.
Providing Public Comments During an Electronic Meeting
Not all meeting items involve public comment. However, public comments will still be taken at appropriate agenda items through electronic public participation. If you are not attending in-person, you would need to participate as an electronic attendee during the meeting. A link for electronic participation in the upcoming meeting is provided below. You will be asked to register as an attendee. Once registered, you will be able to participate in the meeting via a moderator. The moderator will facilitate the meeting and open the electronic access for public comments during the meeting.
Link to Register to Participate in Meeting
This press release was produced by the City of Apple Valley. The views expressed here are the author's own."
21,/minnesota/applevalley-rosemount/apple-valleys-regular-planning-commission-meeting,2020-08-18T20:24:06Z,Apple Valley's Regular Planning Commission Meeting,0,0,Press Release Desk,News Partner,"Press release from the City of Apple Valley:
August 18, 2020
The City is currently using electronic means instead of in-person meetings. Here's how you can continue to view or participate in meetings.
As part of the Local Emergency in response to the COVID-19 pandemic, the City is using electronic means instead of in-person meetings.
Viewing and Listening to an Electronic Meeting
For those who want to view a meeting, you can watch and listen over the government cable TV channel or through the webstream just as you have done in the past. Live, rebroadcast and on-demand viewing of meetings will still occur as normal by either the city website Webstream or the Apple Valley Government Channel on Spectrum channel 180 or Frontier channel 191 television services.
Providing Public Comments During an Electronic Meeting
Not all meeting items involve public comment. However, public comments will still be taken at appropriate agenda items through electronic public participation. Since the meeting is not in-person, you would need to participate as an electronic attendee during the meeting. A link for electronic participation in the upcoming meeting is provided below. You will be asked to register as an attendee. Once registered, you will be able to participate in the meeting via a chat window and made public. Please note that the chat questions are sent to a moderator. The moderator will facilitate the meeting and pass along public comments during the meeting.
Link to Register to Participate in Meeting
This press release was produced by the City of Apple Valley. The views expressed here are the author's own."
22,/minnesota/applevalley-rosemount/public-hearing-notice-12936-galaxie-ave-residential-lot-split-city,2020-08-18T11:06:26Z,Public Hearing Notice: 12936 Galaxie Ave...,0,0,Press Release Desk,News Partner,"Press release from the City of Apple Valley:
August 17, 2020
Public Hearing Notice: 12936 Galaxie Ave Residential Lot Split
Summary: The purpose of the meeting is to hold a public hearing to consider a request for a subdivision of property to split one parcel into two parcels.
See related documents for Hearing Notice, Site Map
Full Text of Hearing Notice
This press release was produced by the City of Apple Valley. The views expressed here are the author's own."
23,/minnesota/applevalley-rosemount/link-regular-apple-valley-council-meeting,2020-08-12T11:25:03Z,Link To Regular Apple Valley Council Meeting,0,0,Press Release Desk,News Partner,"Press release from the City of Apple Valley:
August 11, 2020
The City is currently using electronic means to supplement in-person meetings due to in-person social distancing limitations. Here's how you can continue to view or participate in meetings.
As part of the Local Emergency in response to the COVID-19 pandemic and the need to restrict in-person attendance to maintain social distancing, the City is using electronic means to supplement in-person meetings.
Viewing and Listening to an Electronic Meeting
For those who want to view a meeting, you can watch and listen over the government cable TV channel or through the webstream just as you have done in the past. Live, rebroadcast and on-demand viewing of meetings will still occur as normal by either the city website Webstream or the Apple Valley Government Channel on Spectrum channel 180 or Frontier channel 191 television services.
Providing Public Comments During an Electronic Meeting
Not all meeting items involve public comment. However, public comments will still be taken at appropriate agenda items through electronic public participation. If you are not attending in-person, you would need to participate as an electronic attendee during the meeting. A link for electronic participation in the upcoming meeting is provided below. You will be asked to register as an attendee. Once registered, you will be able to participate in the meeting via a moderator. The moderator will facilitate the meeting and open the electronic access for public comments during the meeting.
Link to Register to Participate in Meeting
This press release was produced by the City of Apple Valley. The views expressed here are the author's own."
24,/minnesota/applevalley-rosemount/tuesday-primary-election-day-city-apple-valley,2020-08-10T20:21:08Z,Tuesday Is Primary Election Day In City Of...,0,0,Press Release Desk,News Partner,"Press release from the City of Apple Valley:
August 10, 2020
Tuesday is Primary Election Day. Polls are open until 8:00 pm. Additional information about polling place locations, sample ballots, and viewing election results can be found on the MN secretary of State's website www.mnvotes.org
Tuesday is Primary Election Day. Polls are open until 8:00 pm. Additional information about polling place locations, sample ballots, and viewing election results can be found on the MN secretary of State's website www.mnvotes.org.
MN Secretary of State Elections Website
This press release was produced by the City of Apple Valley. The views expressed here are the author's own."
25,/minnesota/applevalley-rosemount/minnesotas-aug-11-primary-whats-my-ballot-apple-valley,2020-08-03T17:16:58Z,Minnesota's Aug. 11 Primary: What's On My...,0,0,William Bornhoft,Patch Staff,"APPLE VALLEY, MN — Minnesota's statewide Aug. 11 primary is quickly approaching. Voters will have a chance to decide which candidates will compete in the general election.
Minnesota has an open primary, meaning voters can choose which party's primary they want to vote in. However, voters can only select candidates from one political party in partisan elections.
Request an absentee ballot
Due to the ongoing coronavirus pandemic, Minnesota Secretary of State Steve Simon is asking all eligible Minnesota voters to apply for their absentee ballots using the online absentee ballot request tool.
""We need to treat the upcoming statewide elections as a public health issue,"" Simon said in a statement.
""To slow the spread of COVID-19 we need to reduce large gatherings, including at polling places. I'm challenging all eligible Minnesota voters to cast their vote from the safety of their home. In the face of this pandemic, it is the right thing to do to protect Minnesotans who are most at risk - and the people who care for them. Fortunately, it's very easy to do.""
Here's what will be on the ballot in Apple Valley on Aug. 11:
Republicans primary candidates:
Democratic-Farmer-Labor candidates:
Legal Marijuana Now Party
Grassroots-Legalize Cannabis Party
Find your polling place here."
26,/minnesota/applevalley-rosemount/apple-valleys-regular-city-council-meeting-scheduled-july-23,2020-07-21T20:15:28Z,Apple Valley's Regular City Council Meeting Is...,0,0,Press Release Desk,News Partner,"Press release from the City of Apple Valley:
July 21, 2020
The City is currently using electronic means to supplement in-person meetings due to in-person social distancing limitations. Here's how you can continue to view or participate in meetings.
As part of the Local Emergency in response to the COVID-19 pandemic and the need to restrict in-person attendance to maintain social distancing, the City is using electronic means to supplement in-person meetings.
Viewing and Listening to an Electronic Meeting
For those who want to view a meeting, you can watch and listen over the government cable TV channel or through the webstream just as you have done in the past. Live, rebroadcast and on-demand viewing of meetings will still occur as normal by either the city website Webstream or the Apple Valley Government Channel on Spectrum channel 180 or Frontier channel 191 television services.
Providing Public Comments During an Electronic Meeting
Not all meeting items involve public comment. However, public comments will still be taken at appropriate agenda items through electronic public participation. If you are not attending in-person, you would need to participate as an electronic attendee during the meeting. A link for electronic participation in the upcoming meeting is provided below. You will be asked to register as an attendee. Once registered, you will be able to participate in the meeting via a moderator. The moderator will facilitate the meeting and open the electronic access for public comments during the meeting.
Link to Register to Participate in Meeting
This press release was produced by the City of Apple Valley. The views expressed here are the author's own."
27,/minnesota/applevalley-rosemount/city-apple-valley-announces-sale-unclaimed-vehicles,2020-07-16T12:20:30Z,City Of Apple Valley Announces Sale Of...,0,0,Press Release Desk,News Partner,"Press release from the City of Apple Valley:
July 15, 2020
The City of Apple Valley has for sale, to the highest bidder, the following unclaimed vehicles and any contents thereof. Bids will be accepted until 10 days from the date of posting or later if vehicle is not sold or otherwise disposed.
NOTICE IS HEREBY GIVEN that, pursuant to Minnesota Statutes, Chapter 168B, and Apple Valley City Code, Chapter 90.06, the City of Apple Valley has for sale, to the highest bidder, the following unclaimed vehicles and any contents thereof. Any interested party shall submit a bid for the purchase of a vehicle on a bid form available at Apple Valley Municipal Center or Dick's Valley Service, Inc., 6781 146th Street West, Apple Valley, MN 55124. Bids will be accepted until 10 days from the date of posting or later if vehicle is not sold or otherwise disposed. All vehicles will be sold ""as is"" and no warranties, implied or expressed, are made or granted by the City. The City reserves the right to refuse any and all bids for purchase.
Vehicle List
This press release was produced by the City of Apple Valley. The views expressed here are the author's own."
