,url,Date,Title,Thank,Reply,author,title,context
10,/massachusetts/seekonk-swansea/nomination-papers-swansea-election,2020-03-26T14:53:34Z,Nomination Papers for Swansea Election,0,0,Press Release Desk,News Partner,"Press release from the Town of Swansea:
SWANSEA, MA — FOR ANYONE DROPPING OFF NOMINATION PAPERS TO THE TOWN CLERK'S OFFICE, PLEASE CALL AHEAD 508-678-9389 EXT. 2 - SOMEONE WILL MEET YOU AT THE REAR DOOR OF THE TOWN HALL IN ORDER TO ACCEPT THEM. THANK YOU.
This press release was produced by the Town of Swansea . The views expressed here are the author's own."
11,/massachusetts/seekonk-swansea/shellfishing-permits-swansea,2020-03-26T14:27:59Z,Shellfishing Permits In Swansea,0,0,Press Release Desk,News Partner,"Press release from the Town of Swansea:
Anyone wishing to purchase a Shellfishing Permit for 2020 (Residential and Recreational), Officer Shane Mello will be available on Saturday, March 28, 2020 from 9AM to 12PM at the Swansea Police Station, 1700 GAR Highway. Licenses will be issued according to last name/time schedule as follows: 9AM - A-G, 10AM H-M and 11AM N-Z; you must be present during your scheduled time. When you arrive at the Police Station, please stay in your vehicle until an officer comes to assist you. Please bring your drivers license with you and the fee must be paid for by check, made out to the Town of Swansea. Thank you!
article
This press release was produced by the Town of Swansea . The views expressed here are the author's own."
12,/massachusetts/seekonk-swansea/special-town-meeting-march-23-2020-notice-recess-continuance-until,2020-03-23T14:16:15Z,"Special Town Meeting - March 23, 2020-NOTICE O ...",0,0,Press Release Desk,News Partner,"Press release from the Town of Swansea:
Posted on: March 18, 2020 - 1:35pm
article
This press release was produced by the Town of Swansea . The views expressed here are the author's own."
13,/massachusetts/seekonk-swansea/retirement-planning-101-social-security,2020-03-20T08:30:00Z,Retirement Planning 101 With Social Security,0,0,Dan Rhieu,SSA Public Affairs Specialist,"This post was contributed by a community member. The views expressed here are the author's own.
Social Security benefits are part of the retirement plan of almost every American worker. If you're among the people covered under Social Security, you need to know how much you might receive from us when you begin receiving benefits. These monthly payments may be a vital part of your retirement income.
We base your benefit payment on how much you earned during your working career. Higher lifetime earnings result in higher benefits. If there were some years you didn't work or had low earnings, your benefit amount may be lower than if you had worked steadily. Even if you have never worked under Social Security, you may be able to get spouse's retirement benefits if you are at least 62 years of age and your spouse receives retirement or disability benefits.
Our online retirement planners are a great place to start mapping out your retirement plan. You can access them at www.ssa.gov/planners/retire. We provide important information that you should know. Have you considered:
o When you should apply for retirement?
o What documents you need to provide?
o Which factors may affect your retirement benefits?
o What you should remember to do after you retire?
You can use our Retirement Calculator at www.ssa.gov/myaccount to get an instant estimate of your future retirement benefits, and to see the effects of different retirement age scenarios.
On our website, you'll also find our Retirement Estimator. It gives estimates based on your actual Social Security earnings record. Please keep in mind that these are just estimates. You can access the Retirement Estimator at www.ssa.gov/estimator.
Once you know your estimated retirement benefits, you can start coordinating other parts of your retirement plan. Saving money is also important. It's never too early to begin saving, and doing so can help you live more comfortably when you stop working.
Benefits for family members may also be important to you. When you start receiving Social Security retirement benefits, members of your family may also qualify to receive benefits on your record. You can learn more at www.ssa.gov/benefits. Please share this information with family and friends to help them prepare for retirement."
14,/massachusetts/seekonk-swansea/social-security-womens-history-month,2020-03-13T21:00:00Z,Social Security and Women's History Month,0,0,Dan Rhieu,SSA Public Affairs Specialist,"This post was contributed by a community member. The views expressed here are the author's own.
In March, our nation celebrates Women's History Month. Today, more women work, pay Social Security taxes, and earn credit toward monthly retirement income than at any other time in our nation's history.
Social Security has served a vital role in the lives of women for over 80 years. With longer life expectancies than men, women tend to live more years in retirement and have a greater chance of exhausting other sources of income. With the national average life expectancy for women in the United States rising, many women have decades to enjoy retirement. According to the U.S. Census Bureau, a female born today can expect to live more than 80 years. Women need to plan early and wisely for retirement.
Our benefits planner website at www.ssa.gov/planners provides detailed information about how marriage, widowhood, divorce, self-employment, government service, and other life or career events can affect your Social Security benefit."
15,/massachusetts/seekonk-swansea/swansea-super-tuesday-results-biden-trump-win-big-town-vote,2020-03-04T19:24:53Z,"Swansea Super Tuesday Results: Biden, Trump Win",0,0,Scott Souza,Patch Staff,"SWANSEA, MA — Former Vice President Joe Biden's surge to a surprising victory in the Massachusetts Super Tuesday primary was fueled with some help from Swansea voters. Biden finished with 38.6% of Swansea's 2,271 votes casts in the Democratic primary in unofficial results — ahead of second-place Sen. Bernie Sanders (26.2%), third-place former New York City Major Michael Bloomberg (13.3%) and fourth-place Sen. Elizabeth Warren (12.2%).
President Donald Trump easily beat former Gov. William Weld among the 765 votes cast in the Republican primary with Trump at 94.9% to Weld's 3.1%.
Biden rode a wave of weekend momentum Tuesday night to win the Massachusetts Democratic primary, crashing what had been expected to be a two-person race between Sanders and Warren. The Associated Press called the race for the former vice president just before 11 p.m.
Bloomberg dropped out of the race and endorsed Biden Wednesday morning. Warren was reportedly reassessing her run after a poor showing on Tuesday.
Super Tuesday Latest Results From Around The Country
The Associated Press called the GOP primary much earlier for President Trump.
Massachusetts had 91 Democratic delegates at stake Tuesday. Sanders made a late play to pry them from Warren, rallying in Springfield Friday and on Boston Common Saturday. But it was Biden who swooped in with an unexpected victory."
16,/massachusetts/seekonk-swansea/early-voting-where-cast-swansea,2020-02-25T15:52:21Z,Early Voting: Where To Cast In Swansea,0,0,Scott Souza,Patch Staff,"SWANSEA, MA — Early voting for the Massachusetts primary kicked off Monday, and if you're hoping to avoid Super Tuesday queues, early voting might be your best bet. Voters in Swansea can vote early at the Ambulance Corp at 285 Wilbur Avenue.
Voting will take place Monday, Feb. 24, through Friday, Feb. 28. Voters in Swansea can cast their ballot from 9 a.m. to 4 p.m. on Tuesday, 9 a.m. to 5 p.m. on Wednesday, and 9 a.m. to 4 p.m. on Thursday and Friday.
Currently, same-day voter registration is not offered in Massachusetts. Voters who aren't yet registered will not be able to vote in the primary. You can register to vote in future elections online.
Vermont Sen. Bernie Sanders leads the Democratic pack after three primaries and caucuses, including his blowout victory in Nevada over the weekend. Former South Bend Mayor Pete Buttigieg is second in the delegate count, according to The Associated Press, with Massachusetts Sen. Elizabeth Warren, Minnesota Sen. Amy Klobuchar and former Vice President Joe Biden trailing.
The next primary is Saturday in South Carolina, the same state candidates will debate in Tuesday night.
Massachusetts and 13 other states — including California — are holding presidential nominating contests on Super Tuesday. The Bay State awards 114 delegates to presidential conventions and the majority of assignments are based on the outcome of the primary. California (494) has the largest delegate haul in the country.
Patch editor Mike Carraggi contributed to this report."
17,/massachusetts/seekonk-swansea/early-voting-where-cast-your-ballot-seekonk,2020-02-25T15:42:34Z,Early Voting: Where To Cast Your Ballot In Seekonk,0,0,Scott Souza,Patch Staff,"SEEKONK, MA — Early voting for the Massachusetts primary kicked off Monday, and if you're hoping to avoid Super Tuesday queues, early voting might be your best bet. Voters in Seekonk can vote early at the Town Hall at 100 Peck Street.
Voting will take place Monday, Feb. 24, through Friday, Feb. 28. Voters in Seekonk can cast their ballot at Seekonk Town Hall, in the conference room, from 8:30 a.m. to 4:30 p.m. Tuesday, 8:30 a.m. to 7 p.m. on Wednesday, 8:30 a.m. to 4:30 p.m. on Thursday, and 8:30 a.m. to noon on Friday.
Currently, same-day voter registration is not offered in Massachusetts. Voters who aren't yet registered will not be able to vote in the primary. You can register to vote in future elections online.
Vermont Sen. Bernie Sanders leads the Democratic pack after three primaries and caucuses, including his blowout victory in Nevada over the weekend. Former South Bend Mayor Pete Buttigieg is second in the delegate count, according to The Associated Press, with Massachusetts Sen. Elizabeth Warren, Minnesota Sen. Amy Klobuchar and former Vice President Joe Biden trailing.
The next primary is Saturday in South Carolina, the same state candidates will debate in Tuesday night.
Massachusetts and 13 other states — including California — are holding presidential nominating contests on Super Tuesday. The Bay State awards 114 delegates to presidential conventions and the majority of assignments are based on the outcome of the primary. California (494) has the largest delegate haul in the country.
Patch editor Mike Carraggi contributed to this report."
18,/massachusetts/seekonk-swansea/swansea-town-clerks-office-closed-non-election-business-primary-day,2020-02-19T22:02:13Z,Swansea Town Clerk's Office Closed On Election Day,0,0,Press Release Desk,News Partner,"SWANSEA, MA — The Swansea Town Clerk's Office will be closed all day to all non-election work on March 3 due to the presidential primary. Normal office hours will resume on March 4 at 9 a.m.
This press release was produced by the Town of Swansea . The views expressed here are the author's own."
19,/massachusetts/seekonk-swansea/letter-editor-priorities-fall-river,2019-12-09T22:00:27Z,Letter To The Editor: Priorities In Fall River,0,1,Scott Souza,Patch Staff,"FALL RIVER, MA — OK. What do you see as our biggest priorities in Fall River for 2020 and beyond? Can we identify legacy issues? I believe, for example, that one legacy issue is streets and roads in Fall River.
Not the repairing of streets — we see construction going on everywhere. I'm thinking of the constant digging up of our streets and roads, even newly paved ones. Over the decades I have heard of many reasons why this is done: repair old sewer pipes, water pipes, electrical lines, etc. I was reminded of this constant tearing up of newly paved roads recently when a relative visited from out of the area. This relative lived in Fall River all of his life, lives nearby, and visits frequently.
He visited for Thanksgiving. His first words after holiday greetings were: ""I sure do not miss the numerous street bumps from the streets that were new on my last visit (several months previous) but now bumps are all over the place.""
There must be an answer to change our past practices. Where could answers be found? I don't think that we would have to look too far. It seems that every community surrounding has better streets and roads than Fall River. Even the more heavily populated and older communities, such as New Bedford, have better roads.
What are they doing that we are not? For starters, I would include Westport on any such task force, as they seem to have the best kept roads and streets and lanes locally. Maybe a Street Task Force convened by mayor-elect (Paul) Coogan could find an answer. If so, he would establish a legacy we all would celebrate for endless years. I wish all a Happy Holiday Season.
Daryl Gonyon, Fall River"
20,/massachusetts/seekonk-swansea/current-events-electric-fence-deters-trump-sign-thieves,2020-09-18T17:33:29Z,Current Events: Electric Fence Deters Trump...,1,3,Associated Press,News Partner,"NEW BEDFORD, MA — A Massachusetts man tired of people stealing his Donald Trump campaign sign has come up with a shocking solution: an electrified fence around it
John Oliveira, 54, a disabled Navy veteran and a member of the New Bedford School Committee, put the fence up a few weeks ago.
Oliveira told Southcoasttoday.com, which first reported the story, that he started displaying a Trump sign on his lawn in late May. The first one disappeared in July.
In all, six signs were taken, he told The Boston Globe.
His latest sign has not been stolen since the fence went up.
""I'm defending my property and my right to free speech,"" he said.
The yellow and black solar-powered fence, purchased from a farm supply store, is about 3 1/2 feet high. It has warning signs in English, Spanish and French.
He has informed police of the thefts.
The fence is not pretty, he acknowledged.
""But I'm not going to not put a sign up because somebody keeps stealing it or somebody keeps taking it because they don't like what I'm saying,"" he said."
21,/massachusetts/seekonk-swansea/town-swansea-ballot-box,2020-08-31T13:42:08Z,Town Of Swansea - Ballot Box,0,0,Press Release Desk,News Partner,"Press release from the Town of Swansea:
For anyone returning election ballots for the State Primary, there is a new ballot drop box located on the sidewalk to the side entrance of the Swansea Town Hall. Ballots must be received by 8 p.m. on Tuesday, Sept. 1, 2020. If anyone wishes to deliver their ballot in-person, it must be brought to the Council on Aging/Community Center, 260 Ocean Grove Avenue on Sept. 1, 2020 by 8 p.m.
This press release was produced by the Town of Swansea . The views expressed here are the author's own."
22,/massachusetts/seekonk-swansea/swansea-testing-voting-equipment-ballots-state-primary,2020-08-21T12:32:40Z,"Swansea Testing Of Voting Equipment, Ballots...",0,0,Press Release Desk,News Partner,"Press release from the Town of Swansea:
NOTICE OF TESTING OF VOTING EQUIPMENT
The public is invited to observe the testing of all voting equipment and all ballots to be used for the September 1, 2020 State Primary.
Testing will be conducted at the Swansea Town Hall, 81 Main Street, Swansea beginning at 9 a.m. on Saturday, August 22, 2020and continuing each day thereafter until testing is completed.
Anyone wishing to observe is asked to please go to the front door of the Swansea Town Hall.
Due to social distancing, observers will be allowed to observe from the entry area of the Town Hall and asked to wear masks.
Diane Pelland, Town Clerk, Chief Election Officer of the Town of Swansea
This press release was produced by the Town of Swansea . The views expressed here are the author's own."
23,/massachusetts/seekonk-swansea/state-primary-early-voting-location-times-swansea,2020-08-18T12:47:27Z,"State Primary Early Voting Location, Times In...",0,0,Press Release Desk,News Partner,"Press release from the Town of Swansea:
The September 1, 2020 State Primary election will be held at the Swansea Council on Aging, 260 Ocean Grove Avenue with the polls being open from 7:00 am to 8:00 pm.
Anyone wishing to take advantage of early in-person voting, it will be available at the Swansea Council on Aging per the schedule listed below.
The following is the EARLY VOTING SCHEDULE:
SATURDAYAUGUST 22, 20208:00 AM TO 12 NOON
SUNDAYAUGUST 23, 20208:00 AM TO 12 NOON
MONDAYAUGUST 24, 20209:00 AM TO 4:00 PM
TUESDAYAUGUST 25, 20209:00 AM TO 4:00 PM
WEDNESDAYAUGUST 26, 20209:00 AM TO 5:00 PM
THURSDAYAUGUST 27, 20209:00 AM TO 4:00 PM
FRIDAYAUGUST 28, 20209:00 AM TO 4:00 PM
EARLY/ABSENTEE BALLOTS FOR THE STATE PRIMARY - click on each ballot to view:
DEMOCRATIC PARTYREPUBLICAN PARTYLIBERTARIAN PARTYGREEN-RAINBOW PARTY
article
This press release was produced by the Town of Swansea . The views expressed here are the author's own."
24,/massachusetts/seekonk-swansea/swansea-unofficial-town-election-results,2020-06-29T13:36:15Z,Swansea Unofficial Town Election Results,0,0,Press Release Desk,News Partner,"Press release from the Town of Swansea:
Posted on: June 22, 2020 - 10:00pm
UNOFFICIAL ELECTION RESULTS - 06/22/2020
article
This press release was produced by the Town of Swansea . The views expressed here are the author's own."
25,/massachusetts/seekonk-swansea/swansea-town-beach-now-open,2020-06-29T13:20:00Z,Swansea Town Beach Now Open,0,0,Press Release Desk,News Partner,"Press release from the Town of Swansea:
The Swansea Beach Committee has announced that the beach was to officially open on Friday, June 26, 2020 for the summer season. The Committee has worked very hard to address challenges presented by the State issued COVID Guidelines as well as other logistical issues. Attached, please find an information sheet that will be given to each entrant into the facility. The sheet includes Guidelines imposed due to COVID as well as the Beach Regulations.Visitors are required to maintain appropriate social distancing at all times and, when not possible, wear a face covering (mask). Coverings are not required while in the water. On the beach, visitors are required to maintain a 12 foot space for social distancing to allow for free movement on the beach. No sporting activities are allowed in 2020. Certified Life Guards will be on duty, weather permitting, each day from 9:00-4:00. Visitors will use the entrance nearest to the new bath house beginning on June 26th.To insure adequate social distancing the Committee has followed recommendations to limit capacity at the facility thus parking will be reduced to approximately half capacity this season. Also, to minimize personal contact, only Season Passes will be available this season and limited to Swansea residents ONLY. There will be no daily passes. Residents are strongly urged to pay for the season pass ($15) with a check. Illegal parking will be strictly enforced.After much consideration and discussion with Town officials, it was determined that adhering to sanitation requirements for the bath house would be impossible and very costly, thus there will be no rest room facilities at the beach this season. Sanitation requirements for Porta-Jon's are more demanding eliminating their availability as well. Although 2020 will be a different season at the beach, the Committee is excited for residents to come and enjoy this beautiful facility despite the limitations. It has been a challenge that could not have been pulled together without the assistance of the Board of Selectmen and their office, Board of Health, Swansea Police Department, Swansea Fire Department, Waterfront Revitalization Committee, and the tireless hard work of the staff of the Highway Services Department and their Director. The Swansea Beach CommitteeBarry Hetherson, ChairCarole HylandFran KelleyGeorge JenkinsonBernadette HuckTim Haley TOWN BEACH REGULATIONSBEACH HANDOUT - RE: COVID-19
article
This press release was produced by the Town of Swansea . The views expressed here are the author's own."
26,/massachusetts/seekonk-swansea/seekonk-town-hall-closes-due-coronavirus,2020-11-18T19:11:57Z,Seekonk Town Hall Closes Due To Coronavirus,0,0,Annie Sandoli,Patch Staff,"SEEKONK, MA—Seekonk Town Hall closed to the public on Monday due to a surge in coronavirus cases in the town.
Seekonk is currently considered one of the state's red zones, meaning that it has at least 10 average daily cases per 10,000 residents and a 5% positivity rate.
""Due to the rising case numbers and for the safety of all, all municipal buildings will be closed to the public until further notice,"" says the town's website. ""All those needing to do business with town offices should contact the appropriate office by phone or email. For high priority and emergency business in-person visits will be accommodated via appointments.""
""The department contact information is available on the Town's website Seekonk-ma.gov. For those concerned about tax payments or dropping off documents, a drop box is located at the front door to Town Hall.""
According to the latest statistics from the Massachusetts Department of Public Health released on Thursday, Seekonk has experienced a total number of 252 confirmed coronavirus cases since the beginning of the pandemic and the town currently has an average daily incidence rate of 31.1.
Seekonk Public Schools have also experienced an increase in coronavirus cases. Since Friday, there have been nine new cases and 16 close contacts in connection with those cases. Since October 25, there have been 17 cases and 32 close contacts."
27,/massachusetts/seekonk-swansea/employment-opportunity-town-swansea-police-chief,2020-11-18T09:29:59Z,Employment Opportunity In Town Of Swansea -...,0,0,Press Release Desk,News Partner,"Press release from the Town of Swansea:
November 16, 2020
The Town of Swansea is currently seeking applicants for the position of Police Chief. For more information, please visit Employment Opportunities.
This press release was produced by the Town of Swansea. The views expressed here are the author's own."
28,/massachusetts/seekonk-swansea/swansea-election-results-biden-trump-race,2020-11-05T17:49:31Z,"Swansea Election Results In Biden, Trump Race",0,0,Annie Sandoli,Patch Staff,"SWANSEA, MA—Unofficial results from the November 3 election in Swansea show a slight lead for the Donald Trump campaign and support for Question 1, which will amend the ""right-to-repair"" state law by giving independent repair shops access to more diagnostic information.
Voters in Swansea were choosing sides in the presidential race, a U.S. Senate race, U.S. House race, a Massachusetts House of Representatives race, Register of Probate and County Commissioner races, and two statewide ballot questions.
Here is how Swansea voted in the November 3 election:
President and Vice President
Senator in Congress
Representative in Congress
Councillor
Senator in General Court
Representative in General Court
Register of Probate
County Commissioner (2 to elect)
County Treasurer:
Question 1: Amend Right to Repair Law
Question 2: Ranked-Choice Voting"
29,/massachusetts/seekonk-swansea/important-information-reaching-social-security-during-covid,2020-10-20T21:30:00Z,Important Information About Reaching Social...,0,0,Dan Rhieu,SSA Public Affairs Specialist,"This post was contributed by a community member. The views expressed here are the author's own.
During the current coronavirus pandemic, we continue to provide help to you and other people in your communities. While our offices are not providing service to walk-in visitors due to COVID-19, we remain ready and able to help you by phone with most Social Security business. You can speak with a representative by calling your local Social Security office or our National 800 Number. You can find local office phone numbers online by using our Social Security Office Locator at www.ssa.gov/locator.
We offer many secure and convenient online services at www.ssa.gov/onlineservices, where you can:
Apply for Retirement, Disability, and Medicare benefits;
Although you can do most of your business with us online, we know that service channel isn't right for everyone. You can still count on us by phone. If you have a critical situation and we cannot help you with by phone or online, we may be able to schedule an appointment for you."
